userid,logDate,gamename,cognitiveScore,gameScore
6166305,2025-12-07,"Calculated Risk",0,0
6166305,2025-12-08,"Calculated Risk",58,886
6166305,2025-12-08,"Calculated Risk",76,1748
6166305,2025-12-09,"Calculated Risk",69,1486
6166305,2025-12-09,"Calculated Risk",48,456
6166305,2025-12-10,"Calculated Risk",73,1548
6166305,2025-12-10,"Calculated Risk",75,1848
6166305,2025-12-11,"Calculated Risk",59,918
6166305,2025-12-11,"Calculated Risk",55,827
6166305,2025-12-12,"Calculated Risk",62,1058
6166305,2025-12-12,"Calculated Risk",68,1397
6166305,2025-12-13,"Calculated Risk",51,546
6166305,2025-12-13,"Calculated Risk",68,1359
6166305,2025-12-13,"Calculated Risk",74,1635
6166305,2025-12-13,"Calculated Risk",66,1299
6166305,2025-12-13,"Calculated Risk",76,1788
6166305,2025-12-13,"Calculated Risk",83,2298
6166305,2025-12-14,"Calculated Risk",68,1401
6166305,2025-12-15,"Calculated Risk",61,1038
6166305,2025-12-15,"Calculated Risk",70,1451
6166305,2025-12-15,"Calculated Risk",77,1845
6166305,2025-12-15,"Calculated Risk",58,889
6166305,2025-12-15,"Calculated Risk",64,1134
6166305,2025-12-16,"Calculated Risk",75,1654
6166305,2025-12-16,"Calculated Risk",66,1311
6166305,2025-12-17,"Calculated Risk",71,1500
6166305,2025-12-17,"Calculated Risk",75,1807
6166306,2025-11-24,Remember,61,1695
6166306,2025-11-25,Remember,60,1613
6166306,2025-12-01,Remember,56,1212
6166306,2025-12-03,Remember,69,2390
6166306,2025-12-05,Remember,76,3053
6166306,2025-12-07,Remember,71,2508
6166306,2025-12-08,Remember,65,2129
6166306,2025-12-10,Remember,70,2440
6166306,2025-12-11,Remember,68,2368
6166306,2025-12-12,Remember,62,1832
6166306,2025-12-13,Remember,81,3430
6166306,2025-12-14,Remember,89,4710
6166306,2025-12-15,Remember,91,4910
6166306,2025-12-17,Remember,94,6008
6166306,2025-11-26,"Memory Go Round",68,1363
6166306,2025-12-01,"Memory Go Round",67,1225
6166306,2025-12-05,"Memory Go Round",73,1695
6166306,2025-12-05,"Memory Go Round",56,803
6166306,2025-12-07,"Memory Go Round",71,1645
6166306,2025-12-10,"Memory Go Round",73,1695
6166306,2025-12-14,"Memory Go Round",71,1645
6166306,2025-12-17,"Memory Go Round",59,958
6166306,2025-11-25,"Brain Sparkle",71,1475
6166306,2025-11-27,"Brain Sparkle",72,1717
6166306,2025-11-28,"Brain Sparkle",57,1129
6166306,2025-11-30,"Brain Sparkle",58,1018
6166306,2025-12-03,"Brain Sparkle",69,1515
6166306,2025-12-05,"Brain Sparkle",71,1558
6166306,2025-12-07,"Brain Sparkle",85,2348
6166306,2025-12-07,"Brain Sparkle",68,1503
6166306,2025-12-10,"Brain Sparkle",56,1021
6166306,2025-12-10,"Brain Sparkle",64,1262
6166306,2025-12-14,"Brain Sparkle",76,2024
6166306,2025-12-17,"Brain Sparkle",86,2535
6166306,2025-11-25,"Finding Nano",60,880
6166306,2025-12-01,"Finding Nano",45,421
6166306,2025-12-03,"Finding Nano",52,622
6166306,2025-12-04,"Finding Nano",57,748
6166306,2025-12-05,"Finding Nano",79,1525
6166306,2025-12-06,"Finding Nano",57,715
6166306,2025-12-07,"Finding Nano",54,593
6166306,2025-12-07,"Finding Nano",70,1208
6166306,2025-12-09,"Finding Nano",84,1763
6166306,2025-12-10,"Finding Nano",55,743
6166306,2025-12-14,"Finding Nano",59,753
6166306,2025-12-16,"Finding Nano",73,1305
6166306,2025-12-17,"Finding Nano",73,1358
6166306,2025-11-25,"Calculated Risk",57,829
6166306,2025-11-25,"Calculated Risk",61,1029
6166306,2025-11-29,"Calculated Risk",54,704
6166306,2025-12-05,"Calculated Risk",49,619
6166306,2025-12-05,"Calculated Risk",62,1103
6166306,2025-12-07,"Calculated Risk",68,1463
6166306,2025-12-10,"Calculated Risk",45,538
6166306,2025-12-14,"Calculated Risk",76,1723
6166306,2025-12-17,"Calculated Risk",63,1103
